rank,asset,market_id,market_slug,token_id,question,rule_family,horizon_hours,learned_direction,train_accuracy,test_accuracy,train_average_forward_return,test_average_forward_return,stability,train_samples,test_samples,simplicity,score,grade,filter_reason
315,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,"Bitcoin all time high by December 31, 2026?",high_confidence_probability_move,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
316,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,"Bitcoin all time high by December 31, 2026?",polymarket_leads_crypto_momentum,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
317,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,"Bitcoin all time high by December 31, 2026?",polymarket_leads_crypto_momentum,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
318,BTC,948958,bitcoin-all-time-high-by-december-31-2026,102959890468928530190954086704155483076852880798676895426376704430618826404382,"Bitcoin all time high by December 31, 2026?",polymarket_leads_crypto_momentum,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
319,BTC,948957,bitcoin-all-time-high-by-september-30-2026,50388900663189748675936681554126016850520413670342348778716337126803310768728,"Bitcoin all time high by September 30, 2026?",high_confidence_probability_move,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
320,BTC,948957,bitcoin-all-time-high-by-september-30-2026,50388900663189748675936681554126016850520413670342348778716337126803310768728,"Bitcoin all time high by September 30, 2026?",high_confidence_probability_move,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
321,BTC,948957,bitcoin-all-time-high-by-september-30-2026,50388900663189748675936681554126016850520413670342348778716337126803310768728,"Bitcoin all time high by September 30, 2026?",high_confidence_probability_move,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
322,BTC,948957,bitcoin-all-time-high-by-september-30-2026,50388900663189748675936681554126016850520413670342348778716337126803310768728,"Bitcoin all time high by September 30, 2026?",polymarket_leads_crypto_momentum,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
323,BTC,948957,bitcoin-all-time-high-by-september-30-2026,50388900663189748675936681554126016850520413670342348778716337126803310768728,"Bitcoin all time high by September 30, 2026?",polymarket_leads_crypto_momentum,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
324,BTC,948957,bitcoin-all-time-high-by-september-30-2026,50388900663189748675936681554126016850520413670342348778716337126803310768728,"Bitcoin all time high by September 30, 2026?",polymarket_leads_crypto_momentum,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
325,BTC,1756103,bitcoin-up-or-down-march-30-2026-5am-et,104148078587508844353349920933756688218237557006821345106795482220576723212955,"Bitcoin Up or Down - March 30, 5AM ET",divergence_mean_reversion,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
326,BTC,1756103,bitcoin-up-or-down-march-30-2026-5am-et,104148078587508844353349920933756688218237557006821345106795482220576723212955,"Bitcoin Up or Down - March 30, 5AM ET",divergence_mean_reversion,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
327,BTC,1756103,bitcoin-up-or-down-march-30-2026-5am-et,104148078587508844353349920933756688218237557006821345106795482220576723212955,"Bitcoin Up or Down - March 30, 5AM ET",divergence_mean_reversion,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
328,BTC,1756103,bitcoin-up-or-down-march-30-2026-5am-et,104148078587508844353349920933756688218237557006821345106795482220576723212955,"Bitcoin Up or Down - March 30, 5AM ET",high_confidence_probability_move,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
329,BTC,1756103,bitcoin-up-or-down-march-30-2026-5am-et,104148078587508844353349920933756688218237557006821345106795482220576723212955,"Bitcoin Up or Down - March 30, 5AM ET",high_confidence_probability_move,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
330,BTC,1756103,bitcoin-up-or-down-march-30-2026-5am-et,104148078587508844353349920933756688218237557006821345106795482220576723212955,"Bitcoin Up or Down - March 30, 5AM ET",high_confidence_probability_move,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
331,BTC,1756103,bitcoin-up-or-down-march-30-2026-5am-et,104148078587508844353349920933756688218237557006821345106795482220576723212955,"Bitcoin Up or Down - March 30, 5AM ET",polymarket_leads_crypto_momentum,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
332,BTC,1756103,bitcoin-up-or-down-march-30-2026-5am-et,104148078587508844353349920933756688218237557006821345106795482220576723212955,"Bitcoin Up or Down - March 30, 5AM ET",polymarket_leads_crypto_momentum,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
333,BTC,1756103,bitcoin-up-or-down-march-30-2026-5am-et,104148078587508844353349920933756688218237557006821345106795482220576723212955,"Bitcoin Up or Down - March 30, 5AM ET",polymarket_leads_crypto_momentum,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
334,BTC,1756103,bitcoin-up-or-down-march-30-2026-5am-et,104148078587508844353349920933756688218237557006821345106795482220576723212955,"Bitcoin Up or Down - March 30, 5AM ET",probability_momentum_continuation,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
335,BTC,1756103,bitcoin-up-or-down-march-30-2026-5am-et,104148078587508844353349920933756688218237557006821345106795482220576723212955,"Bitcoin Up or Down - March 30, 5AM ET",probability_momentum_continuation,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
336,BTC,1756103,bitcoin-up-or-down-march-30-2026-5am-et,104148078587508844353349920933756688218237557006821345106795482220576723212955,"Bitcoin Up or Down - March 30, 5AM ET",probability_momentum_continuation,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
337,BTC,1756103,bitcoin-up-or-down-march-30-2026-5am-et,104148078587508844353349920933756688218237557006821345106795482220576723212955,"Bitcoin Up or Down - March 30, 5AM ET",probability_reversal,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
338,BTC,1756103,bitcoin-up-or-down-march-30-2026-5am-et,104148078587508844353349920933756688218237557006821345106795482220576723212955,"Bitcoin Up or Down - March 30, 5AM ET",probability_reversal,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
339,BTC,1756103,bitcoin-up-or-down-march-30-2026-5am-et,104148078587508844353349920933756688218237557006821345106795482220576723212955,"Bitcoin Up or Down - March 30, 5AM ET",probability_reversal,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
340,BTC,1767109,btc-updown-15m-1774822500,13734088091109920508748296153204266020019170311543912253511724501898985502196,"Bitcoin Up or Down - March 29, 6:15PM-6:30PM ET",divergence_mean_reversion,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
341,BTC,1767109,btc-updown-15m-1774822500,13734088091109920508748296153204266020019170311543912253511724501898985502196,"Bitcoin Up or Down - March 29, 6:15PM-6:30PM ET",divergence_mean_reversion,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
342,BTC,1767109,btc-updown-15m-1774822500,13734088091109920508748296153204266020019170311543912253511724501898985502196,"Bitcoin Up or Down - March 29, 6:15PM-6:30PM ET",divergence_mean_reversion,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
343,BTC,1767109,btc-updown-15m-1774822500,13734088091109920508748296153204266020019170311543912253511724501898985502196,"Bitcoin Up or Down - March 29, 6:15PM-6:30PM ET",high_confidence_probability_move,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
344,BTC,1767109,btc-updown-15m-1774822500,13734088091109920508748296153204266020019170311543912253511724501898985502196,"Bitcoin Up or Down - March 29, 6:15PM-6:30PM ET",high_confidence_probability_move,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
345,BTC,1767109,btc-updown-15m-1774822500,13734088091109920508748296153204266020019170311543912253511724501898985502196,"Bitcoin Up or Down - March 29, 6:15PM-6:30PM ET",high_confidence_probability_move,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
346,BTC,1767109,btc-updown-15m-1774822500,13734088091109920508748296153204266020019170311543912253511724501898985502196,"Bitcoin Up or Down - March 29, 6:15PM-6:30PM ET",polymarket_leads_crypto_momentum,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
347,BTC,1767109,btc-updown-15m-1774822500,13734088091109920508748296153204266020019170311543912253511724501898985502196,"Bitcoin Up or Down - March 29, 6:15PM-6:30PM ET",polymarket_leads_crypto_momentum,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
348,BTC,1767109,btc-updown-15m-1774822500,13734088091109920508748296153204266020019170311543912253511724501898985502196,"Bitcoin Up or Down - March 29, 6:15PM-6:30PM ET",polymarket_leads_crypto_momentum,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
349,BTC,1767109,btc-updown-15m-1774822500,13734088091109920508748296153204266020019170311543912253511724501898985502196,"Bitcoin Up or Down - March 29, 6:15PM-6:30PM ET",probability_momentum_continuation,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
350,BTC,1767109,btc-updown-15m-1774822500,13734088091109920508748296153204266020019170311543912253511724501898985502196,"Bitcoin Up or Down - March 29, 6:15PM-6:30PM ET",probability_momentum_continuation,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
351,BTC,1767109,btc-updown-15m-1774822500,13734088091109920508748296153204266020019170311543912253511724501898985502196,"Bitcoin Up or Down - March 29, 6:15PM-6:30PM ET",probability_momentum_continuation,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
352,BTC,1767109,btc-updown-15m-1774822500,13734088091109920508748296153204266020019170311543912253511724501898985502196,"Bitcoin Up or Down - March 29, 6:15PM-6:30PM ET",probability_reversal,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
353,BTC,1767109,btc-updown-15m-1774822500,13734088091109920508748296153204266020019170311543912253511724501898985502196,"Bitcoin Up or Down - March 29, 6:15PM-6:30PM ET",probability_reversal,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
354,BTC,1767109,btc-updown-15m-1774822500,13734088091109920508748296153204266020019170311543912253511724501898985502196,"Bitcoin Up or Down - March 29, 6:15PM-6:30PM ET",probability_reversal,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
355,BTC,1773774,btc-updown-15m-1774862100,103407186728358881041895586520326247282254179365838055070220251644719004484191,"Bitcoin Up or Down - March 30, 5:15AM-5:30AM ET",divergence_mean_reversion,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
356,BTC,1773774,btc-updown-15m-1774862100,103407186728358881041895586520326247282254179365838055070220251644719004484191,"Bitcoin Up or Down - March 30, 5:15AM-5:30AM ET",divergence_mean_reversion,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
357,BTC,1773774,btc-updown-15m-1774862100,103407186728358881041895586520326247282254179365838055070220251644719004484191,"Bitcoin Up or Down - March 30, 5:15AM-5:30AM ET",divergence_mean_reversion,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
358,BTC,1773774,btc-updown-15m-1774862100,103407186728358881041895586520326247282254179365838055070220251644719004484191,"Bitcoin Up or Down - March 30, 5:15AM-5:30AM ET",high_confidence_probability_move,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
359,BTC,1773774,btc-updown-15m-1774862100,103407186728358881041895586520326247282254179365838055070220251644719004484191,"Bitcoin Up or Down - March 30, 5:15AM-5:30AM ET",high_confidence_probability_move,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
360,BTC,1773774,btc-updown-15m-1774862100,103407186728358881041895586520326247282254179365838055070220251644719004484191,"Bitcoin Up or Down - March 30, 5:15AM-5:30AM ET",high_confidence_probability_move,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
361,BTC,1773774,btc-updown-15m-1774862100,103407186728358881041895586520326247282254179365838055070220251644719004484191,"Bitcoin Up or Down - March 30, 5:15AM-5:30AM ET",polymarket_leads_crypto_momentum,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
362,BTC,1773774,btc-updown-15m-1774862100,103407186728358881041895586520326247282254179365838055070220251644719004484191,"Bitcoin Up or Down - March 30, 5:15AM-5:30AM ET",polymarket_leads_crypto_momentum,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
363,BTC,1773774,btc-updown-15m-1774862100,103407186728358881041895586520326247282254179365838055070220251644719004484191,"Bitcoin Up or Down - March 30, 5:15AM-5:30AM ET",polymarket_leads_crypto_momentum,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
364,BTC,1773774,btc-updown-15m-1774862100,103407186728358881041895586520326247282254179365838055070220251644719004484191,"Bitcoin Up or Down - March 30, 5:15AM-5:30AM ET",probability_momentum_continuation,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
365,BTC,1773774,btc-updown-15m-1774862100,103407186728358881041895586520326247282254179365838055070220251644719004484191,"Bitcoin Up or Down - March 30, 5:15AM-5:30AM ET",probability_momentum_continuation,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
366,BTC,1773774,btc-updown-15m-1774862100,103407186728358881041895586520326247282254179365838055070220251644719004484191,"Bitcoin Up or Down - March 30, 5:15AM-5:30AM ET",probability_momentum_continuation,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
367,BTC,1773774,btc-updown-15m-1774862100,103407186728358881041895586520326247282254179365838055070220251644719004484191,"Bitcoin Up or Down - March 30, 5:15AM-5:30AM ET",probability_reversal,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
368,BTC,1773774,btc-updown-15m-1774862100,103407186728358881041895586520326247282254179365838055070220251644719004484191,"Bitcoin Up or Down - March 30, 5:15AM-5:30AM ET",probability_reversal,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
369,BTC,1773774,btc-updown-15m-1774862100,103407186728358881041895586520326247282254179365838055070220251644719004484191,"Bitcoin Up or Down - March 30, 5:15AM-5:30AM ET",probability_reversal,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,insufficient_samples
370,BTC,1788572,btc-updown-15m-1774943100,70386336306053591064901572670098149083024741986290800457524940079061783285886,"Bitcoin Up or Down - March 31, 3:45AM-4:00AM ET",divergence_mean_reversion,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
371,BTC,1788572,btc-updown-15m-1774943100,70386336306053591064901572670098149083024741986290800457524940079061783285886,"Bitcoin Up or Down - March 31, 3:45AM-4:00AM ET",divergence_mean_reversion,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
372,BTC,1788572,btc-updown-15m-1774943100,70386336306053591064901572670098149083024741986290800457524940079061783285886,"Bitcoin Up or Down - March 31, 3:45AM-4:00AM ET",divergence_mean_reversion,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
373,BTC,1788572,btc-updown-15m-1774943100,70386336306053591064901572670098149083024741986290800457524940079061783285886,"Bitcoin Up or Down - March 31, 3:45AM-4:00AM ET",high_confidence_probability_move,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
374,BTC,1788572,btc-updown-15m-1774943100,70386336306053591064901572670098149083024741986290800457524940079061783285886,"Bitcoin Up or Down - March 31, 3:45AM-4:00AM ET",high_confidence_probability_move,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
375,BTC,1788572,btc-updown-15m-1774943100,70386336306053591064901572670098149083024741986290800457524940079061783285886,"Bitcoin Up or Down - March 31, 3:45AM-4:00AM ET",high_confidence_probability_move,24,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
376,BTC,1788572,btc-updown-15m-1774943100,70386336306053591064901572670098149083024741986290800457524940079061783285886,"Bitcoin Up or Down - March 31, 3:45AM-4:00AM ET",polymarket_leads_crypto_momentum,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,REJECTED,flat_market
